"rep","subj","t0","st0"
1,63,0.209059119617819,0.0627177358853455
1,64,0.147288366660125,0.0441865099980376
1,65,0.202282554094847,0.0606847662284541
1,66,0.174899244972824,0.0524697734918473
1,67,0.173200070622689,0.0519600211868068
1,68,0.221647342690176,0.0664942028070528
1,69,0.197822014497461,0.0593466043492382
1,70,0.185013666684026,0.0555041000052078
1,71,0.202582152734399,0.0607746458203196
1,72,0.152337803669065,0.0457013411007194
1,73,0.192598453474492,0.0577795360423476
1,74,0.220401237510393,0.066120371253118
1,75,0.213176804495594,0.0639530413486782
1,76,0.177325388549476,0.0531976165648429
1,77,0.222272262627635,0.0666816787882906
1,78,0.209196591243165,0.0627589773729495
1,79,0.180725299246811,0.0542175897740432
1,80,0.212337092879997,0.0637011278639991
1,81,0.258694707506028,0.0776084122518083
1,82,0.224604664625941,0.0673813993877822
1,83,0.207582455948188,0.0622747367844563
1,84,0.202520432663394,0.0607561297990182
1,85,0.210058917717252,0.0630176753151756
1,86,0.196391422283191,0.0589174266849573
1,87,0.226832234600415,0.0680496703801245
1,88,0.218019504435919,0.0654058513307758
1,89,0.153616444777101,0.0460849334331302
1,90,0.157351820904482,0.0472055462713445
1,91,0.197989999736675,0.0593969999210024
1,92,0.185788816454868,0.0557366449364603
1,93,0.234226008340345,0.0702678025021036
1,94,0.234794798126673,0.070438439438002
1,95,0.188030582410882,0.0564091747232647
1,96,0.194882000173247,0.0584646000519742
1,97,0.142153748668135,0.0426461246004405
1,98,0.240540713628491,0.0721622140885474
1,99,0.224512867978735,0.0673538603936205
1,100,0.175365034990701,0.0526095104972104
2,1,0.207103417466278,0.0621310252398834
2,2,0.213953215183894,0.0641859645551682
2,3,0.215347112222583,0.0646041336667749
2,4,0.227535083837912,0.0682605251513737
2,5,0.21112015960429,0.0633360478812871
2,6,0.21734360505248,0.0652030815157441
2,7,0.189669875476859,0.0569009626430576
2,8,0.204043103637928,0.0612129310913785
2,9,0.248701493092658,0.0746104479277974
2,10,0.169161978921583,0.0507485936764749
2,11,0.210993832501552,0.0632981497504657
2,12,0.226447941127566,0.0679343823382697
2,13,0.209286376096736,0.0627859128290208
2,14,0.181983936447854,0.0545951809343563
2,15,0.225928744346596,0.0677786233039787
2,16,0.194175833263433,0.0582527499790298
2,17,0.205064891116405,0.0615194673349215
2,18,0.219253231095542,0.0657759693286625
2,19,0.208444790613629,0.0625334371840888
2,20,0.16384453631015,0.049153360893045
2,21,0.207253782661512,0.0621761347984537
2,22,0.186853541146577,0.0560560623439731
2,23,0.202532428148703,0.060759728444611
2,24,0.187030814979629,0.0561092444938888
2,25,0.203873661762346,0.0611620985287039
2,26,0.246030085261896,0.0738090255785687
2,27,0.196386301749868,0.0589158905249605
2,28,0.216749128254896,0.0650247384764689
2,29,0.188044781285458,0.0564134343856374
2,30,0.179687216085033,0.05390616482551
2,31,0.17702043553066,0.053106130659198
2,32,0.179238029096331,0.0537714087288994
2,33,0.225677776045778,0.0677033328137334
2,34,0.176908899953353,0.0530726699860058
2,35,0.221853023894598,0.0665559071683794
2,36,0.166748190952586,0.0500244572857756
2,37,0.202376035194571,0.0607128105583713
2,38,0.224875973777898,0.0674627921333694
2,39,0.222452138530639,0.0667356415591918
2,40,0.180888930050708,0.0542666790152123
2,41,0.195342009576386,0.0586026028729157
2,42,0.183376860291103,0.0550130580873308
2,43,0.207430120868023,0.062229036260407
2,44,0.157580212607027,0.0472740637821082
2,45,0.210982005383239,0.0632946016149718
2,46,0.220895449598575,0.0662686348795724
2,47,0.205524963376136,0.0616574890128408
2,48,0.217258988574239,0.0651776965722716
2,49,0.228314189517548,0.0684942568552645
2,50,0.187353438294289,0.0562060314882868
2,51,0.180911783721285,0.0542735351163855
2,52,0.191232400720397,0.0573697202161192
2,53,0.206581053336631,0.0619743160009892
2,54,0.231738653710214,0.0695215961130641
2,55,0.237116122153378,0.0711348366460133
2,56,0.16258637809315,0.048775913427945
2,57,0.172602963325019,0.0517808889975058
2,58,0.19213926666216,0.0576417799986481
2,59,0.210708561315021,0.0632125683945062
2,60,0.226477814146475,0.0679433442439426
2,61,0.18887296456527,0.0566618893695809
2,62,0.226434845065566,0.0679304535196697
2,63,0.224640696134749,0.0673922088404246
2,64,0.192599581852425,0.0577798745557274
2,65,0.227607257911448,0.0682821773734345
2,66,0.199814161458709,0.0599442484376128
2,67,0.235232045071815,0.0705696135215444
2,68,0.2324994196776,0.0697498259032801
2,69,0.171260452439522,0.0513781357318567
2,70,0.226635127712071,0.0679905383136213
2,71,0.217300449140709,0.0651901347422128
2,72,0.196858562078227,0.0590575686234682
2,73,0.187368244225725,0.0562104732677175
2,74,0.204027073810103,0.061208122143031
2,75,0.172992057827966,0.0518976173483899
2,76,0.21090873189145,0.0632726195674349
2,77,0.227911530008404,0.0683734590025212
2,78,0.236875572287082,0.0710626716861247
2,79,0.227774804726178,0.0683324414178535
2,80,0.197929965420871,0.0593789896262613
2,81,0.19953097849947,0.0598592935498409
2,82,0.145198122538838,0.0435594367616515
2,83,0.140981493753811,0.0422944481261433
2,84,0.217938900793842,0.0653816702381525
2,85,0.237805568860169,0.0713416706580508
2,86,0.208571424933349,0.0625714274800048
2,87,0.210275640418518,0.0630826921255553
2,88,0.181490805817427,0.0544472417452282
2,89,0.217025611944549,0.0651076835833648
2,90,0.191469157155247,0.0574407471465741
2,91,0.223036984893278,0.0669110954679835
2,92,0.191217303581667,0.0573651910745002
2,93,0.208837203774368,0.0626511611323105
2,94,0.197292875877211,0.0591878627631633
2,95,0.202601042118589,0.0607803126355768
2,96,0.228144477456848,0.0684433432370543
2,97,0.22565954059191,0.0676978621775729
2,98,0.202034212209291,0.0606102636627872
2,99,0.197991543633093,0.0593974630899278
2,100,0.199807144605835,0.0599421433817505
3,1,0.140539688296594,0.0421619064889781
3,2,0.22532934236322,0.0675988027089661
3,3,0.191980186866931,0.0575940560600792
3,4,0.231794901992669,0.0695384705978007
3,5,0.195053721113591,0.0585161163340773
3,6,0.192861046401718,0.0578583139205155
3,7,0.208698646029086,0.0626095938087258
3,8,0.212244323870291,0.0636732971610873
3,9,0.195097806080633,0.05852934182419
3,10,0.201463377862323,0.0604390133586969
3,11,0.171309129926807,0.0513927389780422
3,12,0.206783198101082,0.0620349594303245
3,13,0.238035012883201,0.0714105038649604
3,14,0.241892159424845,0.0725676478274535
3,15,0.193784820071772,0.0581354460215316
3,16,0.204339588982192,0.0613018766946575
3,17,0.195428165367426,0.0586284496102278
3,18,0.183168623326639,0.0549505869979917
3,19,0.174181130256427,0.052254339076928
3,20,0.237001264917309,0.0711003794751926
3,21,0.219691064957016,0.0659073194871047
3,22,0.243509316838786,0.0730527950516357
3,23,0.222518191203832,0.0667554573611495
3,24,0.208137229998187,0.0624411689994561
3,25,0.200944241825756,0.0602832725477267
3,26,0.215894228635176,0.0647682685905529
3,27,0.207159361289698,0.0621478083869092
3,28,0.19971924717586,0.0599157741527579
3,29,0.21488558655952,0.064465675967856
3,30,0.236040692778764,0.0708122078336291
3,31,0.185031051533423,0.0555093154600269
3,32,0.226550130908942,0.0679650392726827
3,33,0.227893654685941,0.0683680964057824
3,34,0.224840647623521,0.0674521942870563
3,35,0.197650174126098,0.0592950522378294
3,36,0.210350117696935,0.0631050353090806
3,37,0.200405836009617,0.0601217508028852
3,38,0.213810990000159,0.0641432970000478
3,39,0.208375441031834,0.0625126323095501
3,40,0.211429086808445,0.0634287260425336
3,41,0.205409974540927,0.061622992362278
3,42,0.162642088296309,0.0487926264888927
3,43,0.197423314129389,0.0592269942388167
3,44,0.22293049792849,0.066879149378547
3,45,0.19416084466757,0.058248253400271
3,46,0.188552635318973,0.056565790595692
3,47,0.186623134386994,0.0559869403160982
3,48,0.222733998350312,0.0668201995050935
3,49,0.213323426874929,0.0639970280624787
3,50,0.239014593455425,0.0717043780366276
3,51,0.20324891443339,0.060974674330017
3,52,0.199611526682373,0.0598834580047118
3,53,0.194439063422335,0.0583317190267006
3,54,0.202166338713576,0.0606499016140729
3,55,0.213567849579966,0.0640703548739898
3,56,0.260239492683874,0.0780718478051623
3,57,0.223830506039058,0.0671491518117174
3,58,0.217303631962233,0.06519108958867
3,59,0.254344442200269,0.0763033326600808
3,60,0.181034419006251,0.0543103257018754
3,61,0.21781238253818,0.0653437147614538
3,62,0.207599999074019,0.0622799997222057
3,63,0.158236829850355,0.0474710489551065
3,64,0.170046394189056,0.0510139182567169
3,65,0.214187505446415,0.0642562516339244
3,66,0.190119038207559,0.0570357114622676
3,67,0.15417421127781,0.0462522633833429
3,68,0.268919601311535,0.0806758803934605
3,69,0.183834409413767,0.0551503228241301
3,70,0.193342853059761,0.0580028559179282
3,71,0.159992544451601,0.0479977633354803
3,72,0.138149146996569,0.0414447440989706
3,73,0.231343110550082,0.0694029331650245
3,74,0.265578754528274,0.0796736263584821
3,75,0.208910058175976,0.0626730174527929
3,76,0.180580309393266,0.0541740928179797
3,77,0.178276035185436,0.0534828105556308
3,78,0.201026624626945,0.0603079873880836
3,79,0.210710271730821,0.0632130815192462
3,80,0.228295732328082,0.0684887196984247
3,81,0.166480757890115,0.0499442273670344
3,82,0.19038448402072,0.0571153452062161
3,83,0.184462961638136,0.0553388884914408
3,84,0.210230313257847,0.063069093977354
3,85,0.207277042433193,0.062183112729958
3,86,0.236809158360971,0.0710427475082914
3,87,0.225224963392185,0.0675674890176555
3,88,0.22206500438609,0.0666195013158271
3,89,0.209533664605438,0.0628600993816315
3,90,0.166990988705902,0.0500972966117705
3,91,0.174882484043818,0.0524647452131453
3,92,0.190827493312089,0.0572482479936267
3,93,0.196973977510819,0.0590921932532457
3,94,0.227428405256371,0.0682285215769113
3,95,0.241589868073277,0.072476960421983
3,96,0.260790344431531,0.0782371033294594
3,97,0.167890355088098,0.0503671065264295
3,98,0.21485566035327,0.0644566981059811
3,99,0.219494397564188,0.0658483192692563
3,100,0.250394117295082,0.0751182351885246
4,1,0.165383906764378,0.0496151720293135
4,2,0.186781762253298,0.0560345286759895
4,3,0.20568918340835,0.0617067550225051
4,4,0.198591497178367,0.05957744915351
4,5,0.164688516833458,0.0494065550500373
4,6,0.25311154127071,0.0759334623812129
4,7,0.162723122079699,0.0488169366239097
4,8,0.194944400761809,0.0584833202285428
4,9,0.221462124341206,0.0664386373023617
4,10,0.193274054186971,0.0579822162560914
4,11,0.234135795257433,0.07024073857723
4,12,0.17977281096094,0.053931843288282
4,13,0.145299371949972,0.0435898115849915
4,14,0.197101474681137,0.0591304424043411
4,15,0.18750631263135,0.056251893789405
4,16,0.234374157186166,0.0703122471558498
4,17,0.222659012778278,0.0667977038334834
4,18,0.2154478173287,0.0646343451986099
4,19,0.180825551758907,0.0542476655276722
4,20,0.243025278208625,0.0729075834625876
4,21,0.17541329452342,0.0526239883570261
4,22,0.210900434609819,0.0632701303829456
4,23,0.1526241272345,0.04578723817035
4,24,0.207550539492454,0.0622651618477363
4,25,0.239871327480266,0.0719613982440799
4,26,0.197572004917711,0.0592716014753132
4,27,0.20700580803859,0.0621017424115769
4,28,0.175208979839371,0.0525626939518112
4,29,0.195940678423957,0.0587822035271872
4,30,0.197696648180154,0.0593089944540463
4,31,0.208685092388157,0.062605527716447
4,32,0.168149493655891,0.0504448480967673
4,33,0.218292882706543,0.065487864811963
4,34,0.232480411361442,0.0697441234084325
4,35,0.155746895589404,0.0467240686768212
4,36,0.198657127961313,0.0595971383883939
4,37,0.215385255885637,0.0646155767656911
4,38,0.227246253268816,0.0681738759806448
4,39,0.220193523204229,0.0660580569612688
4,40,0.198316310452311,0.0594948931356932
4,41,0.139969802999225,0.0419909408997675
4,42,0.215206999230325,0.0645620997690975
4,43,0.219314378071814,0.0657943134215442
4,44,0.233773692675934,0.0701321078027802
4,45,0.189192850564207,0.0567578551692622
4,46,0.228581151827085,0.0685743455481256
4,47,0.206154626294865,0.0618463878884594
4,48,0.188400744034983,0.056520223210495
4,49,0.240116122297197,0.0720348366891591
4,50,0.183198881765744,0.0549596645297232
4,51,0.219400934347493,0.0658202803042479
4,52,0.240385494553618,0.0721156483660855
4,53,0.182265766292265,0.0546797298876796
4,54,0.216724269012292,0.0650172807036876
4,55,0.183057041417781,0.0549171124253344
4,56,0.214582067394775,0.0643746202184326
4,57,0.216231380591024,0.0648694141773072
4,58,0.213695612338438,0.0641086837015313
4,59,0.223137026356656,0.0669411079069969
4,60,0.169120829476801,0.0507362488430402
4,61,0.195633303618458,0.0586899910855375
4,62,0.16238792022823,0.048716376068469
4,63,0.203521854614077,0.0610565563842231
4,64,0.237332725101225,0.0711998175303675
4,65,0.227497804274899,0.0682493412824698
4,66,0.19171361039514,0.0575140831185421
4,67,0.203746950453712,0.0611240851361137
4,68,0.185365961638319,0.0556097884914958
4,69,0.201300294105194,0.0603900882315581
4,70,0.213516131287395,0.0640548393862186
4,71,0.195116345163768,0.0585349035491303
4,72,0.224068270811117,0.0672204812433352
4,73,0.178751653629049,0.0536254960887148
4,74,0.161195411926955,0.0483586235780865
4,75,0.20820364282552,0.062461092847656
4,76,0.185187026760269,0.0555561080280807
4,77,0.177516675691442,0.0532550027074327
4,78,0.184754042141866,0.0554262126425599
4,79,0.170011781322661,0.0510035343967982
4,80,0.178966499500205,0.0536899498500614
4,81,0.214631923044257,0.0643895769132772
4,82,0.218468940093878,0.0655406820281635
4,83,0.199787161718793,0.0599361485156377
4,84,0.219402185128304,0.0658206555384913
4,85,0.226625675575793,0.067987702672738
4,86,0.221157882365815,0.0663473647097446
4,87,0.170734569483423,0.0512203708450269
4,88,0.179437146458864,0.0538311439376593
4,89,0.208636383173406,0.0625909149520218
4,90,0.22476288740384,0.0674288662211519
4,91,0.141427914347777,0.0424283743043332
4,92,0.184615335479874,0.0553846006439621
4,93,0.172822555439162,0.0518467666317485
4,94,0.191937134893542,0.0575811404680626
4,95,0.219240780556383,0.0657722341669148
4,96,0.151299741636678,0.0453899224910033
4,97,0.184383215312867,0.0553149645938602
4,98,0.249165743969196,0.0747497231907589
4,99,0.176757841265044,0.053027352379513
4,100,0.225545873172476,0.0676637619517427
5,1,0.171334669718172,0.0514004009154516
5,2,0.217441365944121,0.0652324097832364
5,3,0.214610948022523,0.064383284406757
5,4,0.221635263093695,0.0664905789281084
5,5,0.166956907476203,0.0500870722428609
5,6,0.203905725356035,0.0611717176068106
5,7,0.208537091442775,0.0625611274328324
5,8,0.158364487707483,0.0475093463122448
5,9,0.209627555262395,0.0628882665787184
5,10,0.225485520140778,0.0676456560422333
5,11,0.194265537916242,0.0582796613748725
5,12,0.207568668865866,0.0622706006597598
5,13,0.194675584303419,0.0584026752910258
5,14,0.198583706203408,0.0595751118610225
5,15,0.186706133051962,0.0560118399155885
5,16,0.209475831384241,0.0628427494152722
5,17,0.152768757408136,0.0458306272224408
5,18,0.206585449985346,0.0619756349956038
5,19,0.171319551549791,0.0513958654649372
5,20,0.184293601489311,0.0552880804467933
5,21,0.214626972941567,0.0643880918824702
5,22,0.179030526600352,0.0537091579801057
5,23,0.216971338197895,0.0650914014593684
5,24,0.170236345047877,0.0510709035143631
5,25,0.196021061038903,0.0588063183116709
5,26,0.225741090290163,0.0677223270870488
5,27,0.167619391003842,0.0502858173011526
5,28,0.24008183433861,0.0720245503015829
5,29,0.191084915346478,0.0573254746039435
5,30,0.208163460353573,0.0624490381060719
5,31,0.167251631830907,0.050175489549272
5,32,0.186059154438026,0.0558177463314077
5,33,0.165024249871243,0.0495072749613728
5,34,0.168997731757984,0.0506993195273951
5,35,0.198264616701211,0.0594793850103634
5,36,0.202510457099932,0.0607531371299795
5,37,0.211420095222503,0.0634260285667509
5,38,0.195951571095296,0.0587854713285889
5,39,0.172514717230107,0.0517544151690321
5,40,0.195421715316947,0.058626514595084
5,41,0.183879311852663,0.0551637935557989
5,42,0.156891039814784,0.0470673119444352
5,43,0.213707891466675,0.0641123674400024
5,44,0.176219998398354,0.0528659995195063
5,45,0.193795189456081,0.0581385568368244
5,46,0.25116468860806,0.0753494065824181
5,47,0.1409532792336,0.04228598377008
5,48,0.180239881775047,0.0540719645325142
5,49,0.203867623775361,0.0611602871326083
5,50,0.19513981572193,0.0585419447165791
5,51,0.171200206001246,0.0513600618003739
5,52,0.229970110310683,0.0689910330932048
5,53,0.172985243067757,0.051895572920327
5,54,0.160118245786894,0.0480354737360682
5,55,0.22120256190165,0.0663607685704952
5,56,0.164506824756667,0.0493520474270001
5,57,0.180638345664777,0.054191503699433
5,58,0.188982178912604,0.0566946536737813
5,59,0.252540876903429,0.0757622630710288
5,60,0.144904114311954,0.0434712342935863
5,61,0.175348712894248,0.0526046138682744
5,62,0.168186762380069,0.0504560287140208
5,63,0.168390313444854,0.0505170940334563
5,64,0.166381007188645,0.0499143021565936
5,65,0.207592118598832,0.0622776355796496
5,66,0.178756535118157,0.0536269605354471
5,67,0.162659690819506,0.0487979072458517
5,68,0.19398740678084,0.0581962220342521
5,69,0.19028610187087,0.0570858305612609
5,70,0.218134820557813,0.0654404461673439
5,71,0.213398479961258,0.0640195439883773
5,72,0.2031442960644,0.06094328881932
5,73,0.178421736904092,0.0535265210712275
5,74,0.162311348347491,0.0486934045042474
5,75,0.193154214303848,0.0579462642911543
5,76,0.176320272366315,0.0528960817098943
5,77,0.212973804232018,0.0638921412696054
5,78,0.198115605823123,0.0594346817469368
5,79,0.180787705773449,0.0542363117320346
5,80,0.159038453466266,0.0477115360398799
5,81,0.181725225245951,0.0545175675737852
5,82,0.199568910251551,0.0598706730754652
5,83,0.235677567967307,0.0707032703901921
5,84,0.190973408744118,0.0572920226232353
5,85,0.201979950915748,0.0605939852747243
5,86,0.205300483160862,0.0615901449482585
5,87,0.210591009326646,0.0631773027979938
5,88,0.191802829260311,0.0575408487780934
5,89,0.177698408123186,0.0533095224369558
5,90,0.189706213960559,0.0569118641881676
5,91,0.166096737417672,0.0498290212253016
5,92,0.219046845494381,0.0657140536483143
5,93,0.191960180646573,0.0575880541939718
5,94,0.199964993423908,0.0599894980271724
5,95,0.175721609810468,0.0527164829431404
5,96,0.253167404821994,0.0759502214465983
5,97,0.229447205563324,0.0688341616689973
5,98,0.181843694400194,0.0545531083200581
5,99,0.142227740955544,0.0426683222866633
5,100,0.21730597674336,0.0651917930230079
6,1,0.224801650503601,0.0674404951510804
6,2,0.144613071246232,0.0433839213738697
6,3,0.25108272007473,0.0753248160224189
6,4,0.18356537271992,0.055069611815976
6,5,0.207355424616499,0.0622066273849497
6,6,0.219366678638072,0.0658100035914215
6,7,0.233949354744281,0.0701848064232844
6,8,0.17053325038833,0.051159975116499
6,9,0.169267365623258,0.0507802096869773
6,10,0.163252904384761,0.0489758713154283
6,11,0.149097439630186,0.0447292318890558
6,12,0.185215103522111,0.0555645310566333
6,13,0.184568923199631,0.0553706769598892
6,14,0.210509861105557,0.063152958331667
6,15,0.206329857155204,0.0618989571465612
6,16,0.198225125672291,0.0594675377016872
6,17,0.213665082349734,0.0640995247049201
6,18,0.194801721043576,0.0584405163130727
6,19,0.170839433815986,0.0512518301447957
6,20,0.190427863039983,0.057128358911995
6,21,0.184393900754185,0.0553181702262554
6,22,0.219282000845479,0.0657846002536438
6,23,0.242619533765219,0.0727858601295656
6,24,0.184481339687474,0.0553444019062421
6,25,0.187047297759682,0.0561141893279047
6,26,0.199183650986691,0.0597550952960074
6,27,0.204316442239582,0.0612949326718746
6,28,0.202290165306859,0.0606870495920578
6,29,0.200509394036704,0.0601528182110112
6,30,0.196647850889708,0.0589943552669123
6,31,0.170560127523973,0.0511680382571918
6,32,0.179947821640466,0.0539843464921398
6,33,0.211637238229362,0.0634911714688087
6,34,0.183406812050205,0.0550220436150615
6,35,0.212367762168768,0.0637103286506303
6,36,0.218133750952194,0.0654401252856582
6,37,0.227409467911553,0.068222840373466
6,38,0.204422528445186,0.0613267585335557
6,39,0.195797300965935,0.0587391902897806
6,40,0.223112884248052,0.0669338652744156
6,41,0.236078749867613,0.070823624960284
6,42,0.220703835733333,0.0662111507199998
6,43,0.238269982188868,0.0714809946566604
6,44,0.169241805587706,0.0507725416763118
6,45,0.160954771928303,0.0482864315784908
6,46,0.209718370092811,0.0629155110278432
6,47,0.203599179983775,0.0610797539951326
6,48,0.197531154131679,0.0592593462395037
6,49,0.153801637374635,0.0461404912123905
6,50,0.193272517325628,0.0579817551976884
6,51,0.232535366399729,0.0697606099199188
6,52,0.166233109889512,0.0498699329668535
6,53,0.231793712320097,0.0695381136960291
6,54,0.196402121460299,0.0589206364380898
6,55,0.142535946730616,0.0427607840191847
6,56,0.171664821626981,0.0514994464880942
6,57,0.232605290829711,0.0697815872489134
6,58,0.216876237733563,0.0650628713200688
6,59,0.209875391030216,0.0629626173090649
6,60,0.159277094159633,0.0477831282478898
6,61,0.234774309494603,0.070432292848381
6,62,0.178137007556093,0.053441102266828
6,63,0.166665510009103,0.0499996530027309
6,64,0.222436591354492,0.0667309774063475
6,65,0.2008051563058,0.0602415468917399
6,66,0.17354396812526,0.0520631904375779
6,67,0.222708441846641,0.0668125325539922
6,68,0.193261701363311,0.0579785104089932
6,69,0.175776556573047,0.052732966971914
6,70,0.2331671026954,0.06995013080862
6,71,0.204967221813585,0.0614901665440756
6,72,0.183383341065621,0.0550150023196862
6,73,0.172888371051137,0.0518665113153411
6,74,0.235505615763341,0.0706516847290023
6,75,0.219940440253518,0.0659821320760555
6,76,0.171306821294116,0.0513920463882348
6,77,0.217190451277133,0.0651571353831398
6,78,0.164861133802674,0.0494583401408023
6,79,0.189328289551135,0.0567984868653406
6,80,0.23187450336628,0.069562351009884
6,81,0.192366442174719,0.0577099326524158
6,82,0.197903682232449,0.0593711046697348
6,83,0.143825739191763,0.043147721757529
6,84,0.19750291185391,0.059250873556173
6,85,0.188071969715417,0.056421590914625
6,86,0.153289370691233,0.0459868112073698
6,87,0.212962725527066,0.0638888176581198
6,88,0.199935654423372,0.0599806963270117
6,89,0.188313363829229,0.0564940091487687
6,90,0.230543990198777,0.069163197059633
6,91,0.206032236034466,0.0618096708103398
6,92,0.218215310657734,0.0654645931973203
6,93,0.198897567390705,0.0596692702172115
6,94,0.216914727128034,0.0650744181384102
6,95,0.212288927476143,0.0636866782428429
6,96,0.191870639970024,0.0575611919910072
6,97,0.191836609930394,0.0575509829791183
6,98,0.179181437975577,0.0537544313926732
6,99,0.224674383027402,0.0674023149082205
6,100,0.207715899797965,0.0623147699393896
7,1,0.229811569592531,0.0689434708777593
7,2,0.180663187047112,0.0541989561141337
7,3,0.221683592417329,0.0665050777251988
7,4,0.206837633541275,0.0620512900623825
7,5,0.250407471664232,0.0751222414992695
7,6,0.208314570436102,0.0624943711308305
7,7,0.209288836867264,0.0627866510601792
7,8,0.175918106251994,0.0527754318755983
7,9,0.225203660705437,0.067561098211631
7,10,0.19023938711534,0.057071816134602
7,11,0.164919213740252,0.0494757641220755
7,12,0.20943170848555,0.0628295125456649
7,13,0.211344222413694,0.0634032667241082
7,14,0.213921963314558,0.0641765889943675
7,15,0.225365772177454,0.0676097316532362
7,16,0.178796919598018,0.0536390758794053
7,17,0.18369500861375,0.055108502584125
7,18,0.176244717721856,0.0528734153165567
7,19,0.201639891291456,0.0604919673874367
7,20,0.233675531579146,0.0701026594737437
7,21,0.229622867276008,0.0688868601828023
7,22,0.148692198253964,0.0446076594761892
7,23,0.212789918960448,0.0638369756881343
7,24,0.224394606153454,0.0673183818460362
7,25,0.179482735678874,0.0538448207036622
7,26,0.158419073944979,0.0475257221834937
7,27,0.246661806758172,0.0739985420274517
7,28,0.207765787098703,0.062329736129611
7,29,0.218807617768497,0.0656422853305491
7,30,0.194219809926725,0.0582659429780175
7,31,0.238085176991681,0.0714255530975042
7,32,0.184254137300003,0.0552762411900008
7,33,0.243566896044211,0.0730700688132634
7,34,0.172608580934297,0.0517825742802892
7,35,0.213724801678287,0.0641174405034862
7,36,0.196402853787431,0.0589208561362292
7,37,0.185478853009537,0.055643655902861
7,38,0.215599329739607,0.064679798921882
7,39,0.191034781474053,0.0573104344422159
7,40,0.214670930199395,0.0644012790598186
7,41,0.163466073793217,0.0490398221379652
7,42,0.236835331449464,0.0710505994348392
7,43,0.240002273361826,0.0720006820085478
7,44,0.186161175487677,0.055848352646303
7,45,0.214687430998872,0.0644062292996617
7,46,0.172647647767509,0.0517942943302528
7,47,0.16362860254097,0.0490885807622911
7,48,0.179814776029202,0.0539444328087607
7,49,0.239776408480325,0.0719329225440975
7,50,0.174308042787848,0.0522924128363544
7,51,0.208309805416157,0.062492941624847
7,52,0.200609837497663,0.0601829512492989
7,53,0.188296647080467,0.0564889941241402
7,54,0.224437366369051,0.0673312099107152
7,55,0.19073070509635,0.0572192115289049
7,56,0.218520989447714,0.0655562968343141
7,57,0.127911731705683,0.038373519511705
7,58,0.158841526577482,0.0476524579732446
7,59,0.240208081244572,0.0720624243733715
7,60,0.266857612869218,0.0800572838607654
7,61,0.227064331880107,0.0681192995640321
7,62,0.236218421390444,0.0708655264171332
7,63,0.185282551546635,0.0555847654639904
7,64,0.19008976019171,0.0570269280575129
7,65,0.230663792066215,0.0691991376198645
7,66,0.200353463810831,0.0601060391432492
7,67,0.177304318306554,0.0531912954919662
7,68,0.191324807176679,0.0573974421530037
